GEO,AAR,ALDER,ANTALL,KJONN
1103,2020,18,76,1
1103,2020,20,334,1
1103,2020,21,477,2
1103,2020,22,548,2
1103,2020,23,602,1
1103,2020,24,687,1
1103,2020,25,736,2
1103,2020,26,757,1
1103,2020,27,782,1
1103,2020,28,798,2
1103,2020,29,725,2
1103,2020,30,670,1
1103,2020,31,650,1
1103,2020,32,583,1
1103,2020,33,564,1
1103,2020,34,516,2
1103,2020,35,490,1
1103,2020,36,477,2
1103,2020,37,444,1
1103,2020,38,407,2
1103,2020,39,428,2
1103,2020,40,371,2
1103,2020,41,377,2
1103,2020,42,355,1
1103,2020,43,362,1
1103,2020,44,347,2
1103,2020,46,363,1
1103,2020,47,353,2
1103,2020,48,329,1
1103,2020,49,330,1
1103,2020,51,348,1
1103,2020,52,347,1
1103,2020,53,382,1
1103,2020,54,339,2
1103,2020,55,365,2
1103,2020,57,340,2
1103,2020,58,368,2
1103,2020,59,356,1
1103,2020,60,368,1
1103,2020,64,369,1
1103,2020,66,323,2
1103,2020,67,353,2
1103,2020,69,307,1
1103,2020,72,273,2
1103,2020,75,271,2
1103,2020,76,260,1
1103,2020,89,163,1
1103,2020,91,98,1
1103,2020,19,219,1
1103,2020,45,339,2
1103,2020,50,361,2
1103,2020,56,365,1
1103,2020,61,394,1
1103,2020,62,365,1
1103,2020,63,351,2
1103,2020,65,338,2
1103,2020,71,278,1
1103,2020,74,276,1
1103,2020,78,223,2
1103,2020,81,219,1
1103,2020,82,187,2
1103,2020,88,164,1
1103,2020,93,92,2
1103,2020,94,68,2
1103,2020,70,292,1
1103,2020,83,184,2
1103,2020,90,138,2
1103,2020,92,99,1
1103,2020,95,43,2
1103,2020,68,270,1
1103,2020,73,272,1
1103,2020,77,220,2
1103,2020,79,215,1
1103,2020,80,178,2
1103,2020,87,162,2
1103,2020,84,157,2
1103,2020,85,168,1
1103,2020,17,30,2
1103,2020,86,154,2
1103,2020,96,26,2
1103,2020,99,10,1
1103,2020,16,11,2
1103,2020,98,18,2
1103,2020,97,20,2
1103,2020,100,9,2
1514,2020,31,7,2
1514,2020,38,7,2
1514,2020,43,8,1
1514,2020,45,12,2
1514,2020,50,9,1
1514,2020,56,8,2
1514,2020,65,7,1
1514,2020,67,9,1
1514,2020,72,7,2
1514,2020,75,6,1
1514,2020,76,6,1
1514,2020,79,8,2
1514,2020,83,6,1
1514,2020,84,6,1
1514,2020,86,8,2
1514,2020,46,12,2
1514,2020,52,8,1
1514,2020,53,7,1
1514,2020,64,6,1
1514,2020,66,6,1
1514,2020,69,11,2
1514,2020,20,6,1
1514,2020,47,11,2
1514,2020,48,9,1
1514,2020,58,10,1
1514,2020,70,8,1
1514,2020,73,11,1
1514,2020,77,6,1
1514,2020,82,7,1
1514,2020,85,8,1
1514,2020,35,7,1
1514,2020,42,8,2
1514,2020,49,8,1
1514,2020,74,9,1
1514,2020,41,7,1
1514,2020,92,6,2
1563,2020,40,13,2
1563,2020,45,12,2
1563,2020,52,20,2
1563,2020,56,22,1
1563,2020,58,28,1
1563,2020,62,25,1
1563,2020,63,29,2
1563,2020,64,21,2
1563,2020,66,31,1
1563,2020,67,19,2
1563,2020,68,21,2
1563,2020,69,18,2
1563,2020,71,25,1
1563,2020,73,20,2
1563,2020,76,16,1
1563,2020,77,17,2
1563,2020,79,18,1
1563,2020,88,13,1
1563,2020,92,18,1
1563,2020,25,21,2
1563,2020,44,8,1
1563,2020,51,20,1
1563,2020,61,20,2
1563,2020,33,18,1
1563,2020,47,14,1
1563,2020,60,36,2
1563,2020,65,25,2
1563,2020,72,16,2
1563,2020,75,26,1
1563,2020,81,13,1
1563,2020,29,20,1
1563,2020,31,16,2
1563,2020,32,13,1
1563,2020,35,14,2
1563,2020,38,18,2
1563,2020,41,10,1
1563,2020,42,16,1
1563,2020,43,12,1
1563,2020,46,13,2
1563,2020,49,20,1
1563,2020,50,17,1
1563,2020,53,23,2
1563,2020,54,24,2
1563,2020,74,20,1
1563,2020,78,16,1
1563,2020,83,15,1
1563,2020,84,17,1
1563,2020,85,19,1
1563,2020,93,7,1
1563,2020,19,10,1
1563,2020,30,15,1
1563,2020,37,9,2
1563,2020,48,16,2
1563,2020,59,22,2
1563,2020,89,15,2
1563,2020,23,23,1
1563,2020,27,15,1
1563,2020,28,18,2
1563,2020,36,16,2
1563,2020,55,22,1
1563,2020,57,23,2
1563,2020,86,14,2
1563,2020,87,17,1
1563,2020,39,11,1
1563,2020,22,19,2
1563,2020,80,21,2
1563,2020,82,17,2
1563,2020,94,6,1
1563,2020,21,16,2
1563,2020,24,15,1
1563,2020,26,22,1
1563,2020,34,15,1
1563,2020,70,24,2
1563,2020,20,9,2
1566,2020,22,9,2
1566,2020,23,16,1
1566,2020,24,8,1
1566,2020,31,12,1
1566,2020,50,13,2
1566,2020,52,11,2
1566,2020,54,19,1
1566,2020,60,15,2
1566,2020,62,14,1
1566,2020,63,19,1
1566,2020,65,14,1
1566,2020,66,21,1
1566,2020,72,22,2
1566,2020,74,23,2
1566,2020,76,17,1
1566,2020,78,15,1
1566,2020,82,13,1
1566,2020,85,11,1
1566,2020,86,9,1
1566,2020,87,14,1
1566,2020,89,9,2
1566,2020,26,13,1
1566,2020,28,19,2
1566,2020,29,11,2
1566,2020,49,11,1
1566,2020,61,16,1
1566,2020,64,9,2
1566,2020,70,19,1
1566,2020,71,12,1
1566,2020,79,12,1
1566,2020,80,19,1
1566,2020,36,12,1
1566,2020,40,6,1
1566,2020,41,11,2
1566,2020,44,11,2
1566,2020,51,18,2
1566,2020,53,10,2
1566,2020,57,22,1
1566,2020,67,18,1
1566,2020,69,14,1
1566,2020,84,7,1
1566,2020,32,15,1
1566,2020,34,13,1
1566,2020,43,8,1
1566,2020,48,13,1
1566,2020,55,10,2
1566,2020,77,12,1
1566,2020,81,21,2
1566,2020,83,13,1
1566,2020,92,7,1
1566,2020,56,12,1
1566,2020,30,14,1
1566,2020,21,6,2
1566,2020,25,19,2
1566,2020,27,11,2
1566,2020,33,10,2
1566,2020,35,14,1
1566,2020,37,11,1
1566,2020,45,9,1
1566,2020,46,13,2
1566,2020,59,22,2
1566,2020,68,15,2
1566,2020,73,17,2
1566,2020,75,12,2
1566,2020,88,6,2
1566,2020,91,7,1
1566,2020,94,9,2
1566,2020,39,9,2
1566,2020,42,8,1
1566,2020,58,11,2
1576,2020,28,10,2
1576,2020,42,7,1
1576,2020,47,10,2
1576,2020,48,11,1
1576,2020,57,10,1
1576,2020,58,11,2
1576,2020,61,9,1
1576,2020,68,9,1
1576,2020,72,9,1
1576,2020,75,14,2
1576,2020,79,7,2
1576,2020,81,10,2
1576,2020,83,10,1
1576,2020,22,6,2
1576,2020,26,10,2
1576,2020,29,7,2
1576,2020,30,6,1
1576,2020,35,10,1
1576,2020,36,6,2
1576,2020,38,10,1
1576,2020,45,7,2
1576,2020,50,10,2
1576,2020,52,9,2
1576,2020,56,20,1
1576,2020,62,12,2
1576,2020,64,7,1
1576,2020,78,8,1
1576,2020,87,7,2
1576,2020,92,7,2
1576,2020,34,6,1
1576,2020,49,10,2
1576,2020,53,11,1
1576,2020,66,12,2
1576,2020,69,11,1
1576,2020,70,15,1
1576,2020,71,13,1
1576,2020,74,16,2
1576,2020,77,15,1
1576,2020,82,7,2
1576,2020,85,9,1
1576,2020,88,7,1
1576,2020,20,7,1
1576,2020,39,7,1
1576,2020,54,11,2
1576,2020,73,8,2
1576,2020,89,12,2
1576,2020,33,9,1
1576,2020,51,10,2
1576,2020,63,9,2
1576,2020,84,8,2
1576,2020,76,9,1
1576,2020,31,7,2
1576,2020,67,12,1
1576,2020,21,7,2
1576,2020,40,6,1
1576,2020,59,13,2
1576,2020,60,9,1
1576,2020,65,14,2
1576,2020,86,7,2
1576,2020,90,7,2
1576,2020,91,6,2
1822,2020,23,9,1
1822,2020,38,7,1
1822,2020,50,7,1
1822,2020,52,6,2
1822,2020,59,8,2
1822,2020,63,6,1
1822,2020,64,9,1
1822,2020,70,11,1
1822,2020,71,10,1
1822,2020,72,11,1
1822,2020,75,8,2
1822,2020,78,10,2
1822,2020,29,6,1
1822,2020,51,8,1
1822,2020,62,6,2
1822,2020,66,8,1
1822,2020,46,6,1
1822,2020,55,9,1
1822,2020,61,7,2
1822,2020,74,7,2
1822,2020,84,6,2
1822,2020,89,8,2
1822,2020,24,7,1
1822,2020,45,6,1
1822,2020,80,7,2
1822,2020,86,7,2
1822,2020,87,7,1
1822,2020,57,6,1
1822,2020,42,6,2
1822,2020,54,6,1
1822,2020,68,10,1
1832,2020,40,7,1
1832,2020,81,12,2
1832,2020,20,7,2
1832,2020,21,6,1
1832,2020,22,7,1
1832,2020,23,10,1
1832,2020,24,14,1
1832,2020,26,7,2
1832,2020,28,14,1
1832,2020,29,9,1
1832,2020,30,12,1
1832,2020,31,13,1
1832,2020,34,8,2
1832,2020,37,9,2
1832,2020,39,7,2
1832,2020,42,7,2
1832,2020,43,8,2
1832,2020,44,10,1
1832,2020,45,8,1
1832,2020,46,11,1
1832,2020,48,9,2
1832,2020,49,11,2
1832,2020,51,13,2
1832,2020,53,10,2
1832,2020,54,11,2
1832,2020,55,21,2
1832,2020,59,13,1
1832,2020,60,20,2
1832,2020,61,15,2
1832,2020,62,16,2
1832,2020,63,13,2
1832,2020,64,21,1
1832,2020,66,16,1
1832,2020,67,11,2
1832,2020,68,22,1
1832,2020,69,15,2
1832,2020,70,17,2
1832,2020,71,10,1
1832,2020,73,21,1
1832,2020,74,11,1
1832,2020,77,19,1
1832,2020,78,9,2
1832,2020,79,13,2
1832,2020,80,12,1
1832,2020,82,12,1
1832,2020,83,13,1
1832,2020,84,7,1
1832,2020,85,10,2
1832,2020,86,13,2
1832,2020,89,8,1
1832,2020,25,9,1
1832,2020,27,10,1
1832,2020,36,6,2
1832,2020,41,10,1
1832,2020,47,8,1
1832,2020,50,13,2
1832,2020,56,14,2
1832,2020,57,12,1
1832,2020,58,10,1
1832,2020,65,6,2
1832,2020,72,11,1
1832,2020,75,16,1
1832,2020,76,16,2
1832,2020,88,14,1
1832,2020,52,7,2
3431,2020,52,6,2
3431,2020,56,10,1
3431,2020,60,18,1
3431,2020,49,8,2
3431,2020,53,14,1
3431,2020,58,11,1
3431,2020,62,12,1
3431,2020,63,7,2
3431,2020,64,16,1
3431,2020,77,12,1
3431,2020,80,6,1
3431,2020,81,6,1
3431,2020,44,6,2
3431,2020,67,11,2
3431,2020,69,12,1
3431,2020,72,13,1
3431,2020,79,13,2
3431,2020,83,10,1
3431,2020,65,9,2
3431,2020,73,17,1
3431,2020,85,10,2
3431,2020,41,7,2
3431,2020,50,7,1
3431,2020,59,10,1
3431,2020,61,8,2
3431,2020,68,15,2
3431,2020,24,6,1
3431,2020,70,9,1
3431,2020,71,11,2
3431,2020,76,14,1
3431,2020,78,7,1
3431,2020,86,6,2
3431,2020,29,8,2
3431,2020,51,6,1
3431,2020,54,7,1
3431,2020,66,8,1
3431,2020,84,7,1
3454,2020,27,8,2
3454,2020,50,9,1
3454,2020,54,7,1
3454,2020,55,6,1
3454,2020,56,7,2
3454,2020,57,6,1
3454,2020,62,6,1
3454,2020,70,7,2
3454,2020,71,9,2
3454,2020,72,8,1
3454,2020,48,6,1
3454,2020,65,6,2
3454,2020,77,6,2
3454,2020,80,6,2
3454,2020,36,6,1
3803,2020,19,79,1
3803,2020,25,244,1
3803,2020,28,240,2
3803,2020,29,256,2
3803,2020,31,203,2
3803,2020,35,153,1
3803,2020,36,113,2
3803,2020,37,157,1
3803,2020,38,143,2
3803,2020,40,137,1
3803,2020,41,138,2
3803,2020,42,128,1
3803,2020,44,122,2
3803,2020,46,101,2
3803,2020,47,122,1
3803,2020,48,166,1
3803,2020,53,167,1
3803,2020,57,199,1
3803,2020,58,175,1
3803,2020,63,169,1
3803,2020,65,157,1
3803,2020,77,128,1
3803,2020,85,89,1
3803,2020,26,276,1
3803,2020,27,279,2
3803,2020,32,147,2
3803,2020,33,178,2
3803,2020,34,160,1
3803,2020,50,152,2
3803,2020,51,148,1
3803,2020,52,157,2
3803,2020,54,185,2
3803,2020,56,180,2
3803,2020,60,170,2
3803,2020,61,156,1
3803,2020,68,134,2
3803,2020,70,156,2
3803,2020,72,160,2
3803,2020,80,111,1
3803,2020,81,119,1
3803,2020,20,100,2
3803,2020,21,147,2
3803,2020,22,159,2
3803,2020,23,172,1
3803,2020,24,223,2
3803,2020,39,133,1
3803,2020,43,126,1
3803,2020,45,125,2
3803,2020,55,185,2
3803,2020,59,174,2
3803,2020,66,169,2
3803,2020,67,163,1
3803,2020,69,154,1
3803,2020,71,179,2
3803,2020,73,171,2
3803,2020,74,166,1
3803,2020,75,144,1
3803,2020,76,124,1
3803,2020,79,128,2
3803,2020,82,111,2
3803,2020,83,92,2
3803,2020,84,86,2
3803,2020,86,72,2
3803,2020,87,96,2
3803,2020,88,74,1
3803,2020,89,90,1
3803,2020,90,69,1
3803,2020,91,45,2
3803,2020,92,37,1
3803,2020,93,37,2
3803,2020,94,27,1
3803,2020,95,16,1
3803,2020,49,141,2
3803,2020,18,27,2
3803,2020,30,219,1
3803,2020,62,161,1
3803,2020,64,177,2
3803,2020,78,105,2
3803,2020,97,6,2
3803,2020,17,14,2
3803,2020,96,21,1
3803,2020,98,12,2
3822,2020,62,10,1
3822,2020,71,7,1
3822,2020,72,6,2
3822,2020,50,8,1
3822,2020,52,8,2
3822,2020,64,7,1
3822,2020,68,6,2
3822,2020,75,6,1
3822,2020,82,6,1
3822,2020,32,6,2
3822,2020,67,7,1
3822,2020,70,7,2
3825,2020,23,16,2
3825,2020,31,11,1
3825,2020,33,9,2
3825,2020,39,9,1
3825,2020,45,7,1
3825,2020,47,11,1
3825,2020,53,16,1
3825,2020,55,11,1
3825,2020,64,16,2
3825,2020,21,8,1
3825,2020,22,8,1
3825,2020,25,9,1
3825,2020,26,16,1
3825,2020,27,12,2
3825,2020,28,8,1
3825,2020,29,9,1
3825,2020,30,11,1
3825,2020,32,11,2
3825,2020,34,8,1
3825,2020,36,7,2
3825,2020,37,9,1
3825,2020,38,11,1
3825,2020,46,9,1
3825,2020,48,7,2
3825,2020,49,15,2
3825,2020,51,9,2
3825,2020,52,11,1
3825,2020,54,10,2
3825,2020,56,11,1
3825,2020,57,13,1
3825,2020,59,12,2
3825,2020,60,13,1
3825,2020,61,14,1
3825,2020,62,14,2
3825,2020,63,9,2
3825,2020,65,16,1
3825,2020,66,13,2
3825,2020,67,14,1
3825,2020,68,6,1
3825,2020,69,11,1
3825,2020,70,12,2
3825,2020,71,13,2
3825,2020,72,14,1
3825,2020,73,18,2
3825,2020,74,15,2
3825,2020,75,11,2
3825,2020,77,12,1
3825,2020,78,12,2
3825,2020,79,10,2
3825,2020,80,6,2
3825,2020,82,8,1
3825,2020,83,12,1
3825,2020,84,16,1
3825,2020,85,6,2
3825,2020,86,9,2
3825,2020,87,8,1
3825,2020,76,9,2
3825,2020,24,9,2
3825,2020,58,8,1
3825,2020,42,10,1
3825,2020,92,7,2
4202,2020,19,42,mann
4202,2020,20,55,kvinne
4202,2020,22,110,mann
4202,2020,24,121,kvinne
4202,2020,26,121,kvinne
4202,2020,28,121,mann
4202,2020,29,82,kvinne
4202,2020,30,75,kvinne
4202,2020,33,65,mann
4202,2020,36,48,mann
4202,2020,41,42,mann
4202,2020,46,52,mann
4202,2020,48,44,mann
4202,2020,54,65,mann
4202,2020,57,43,mann
4202,2020,59,53,kvinne
4202,2020,60,52,mann
4202,2020,62,60,kvinne
4202,2020,66,47,kvinne
4202,2020,68,44,mann
4202,2020,74,72,kvinne
4202,2020,75,52,mann
4202,2020,78,27,kvinne
4202,2020,81,42,mann
4202,2020,88,26,mann
4202,2020,25,136,mann
4202,2020,43,42,kvinne
4202,2020,58,50,mann
4202,2020,61,65,mann
4202,2020,65,51,mann
4202,2020,71,52,mann
4202,2020,79,49,mann
4202,2020,27,102,kvinne
4202,2020,31,73,mann
4202,2020,37,42,mann
4202,2020,50,45,kvinne
4202,2020,63,55,mann
4202,2020,64,47,mann
4202,2020,73,46,mann
4202,2020,77,45,mann
4202,2020,89,23,kvinne
4202,2020,93,16,kvinne
4202,2020,21,77,mann
4202,2020,82,30,mann
4202,2020,83,40,mann
4202,2020,32,54,kvinne
4202,2020,38,49,mann
4202,2020,39,46,kvinne
4202,2020,40,37,mann
4202,2020,42,39,kvinne
4202,2020,44,50,kvinne
4202,2020,45,39,kvinne
4202,2020,49,56,kvinne
4202,2020,51,55,mann
4202,2020,52,52,mann
4202,2020,55,57,mann
4202,2020,56,52,kvinne
4202,2020,70,57,mann
4202,2020,80,36,kvinne
4202,2020,23,84,mann
4202,2020,53,47,kvinne
4202,2020,67,54,mann
4202,2020,69,42,kvinne
4202,2020,76,49,mann
4202,2020,86,31,mann
4202,2020,87,25,mann
4202,2020,95,7,kvinne
4202,2020,17,11,mann
4202,2020,35,46,mann
4202,2020,72,64,kvinne
4202,2020,18,14,kvinne
4202,2020,47,42,kvinne
4202,2020,84,26,kvinne
4202,2020,34,53,mann
4202,2020,85,37,mann
4202,2020,90,22,mann
4202,2020,91,15,mann
4202,2020,96,7,kvinne
4202,2020,92,21,kvinne
4202,2020,94,12,mann
4225,2020,23,31,1
4225,2020,24,34,2
4225,2020,27,31,1
4225,2020,33,16,1
4225,2020,40,16,1
4225,2020,44,10,1
4225,2020,46,18,2
4225,2020,60,16,2
4225,2020,61,21,2
4225,2020,65,28,2
4225,2020,68,21,2
4225,2020,74,20,2
4225,2020,75,23,2
4225,2020,87,13,1
4225,2020,90,14,2
4225,2020,20,20,1
4225,2020,25,31,2
4225,2020,26,35,2
4225,2020,28,27,2
4225,2020,31,20,2
4225,2020,34,31,2
4225,2020,35,17,1
4225,2020,37,20,1
4225,2020,41,15,2
4225,2020,43,21,2
4225,2020,45,15,2
4225,2020,49,20,1
4225,2020,50,27,2
4225,2020,55,20,1
4225,2020,56,24,2
4225,2020,58,26,1
4225,2020,59,22,2
4225,2020,70,21,1
4225,2020,71,23,2
4225,2020,72,26,1
4225,2020,73,26,1
4225,2020,76,19,1
4225,2020,78,21,2
4225,2020,81,21,2
4225,2020,82,27,2
4225,2020,84,18,1
4225,2020,93,12,2
4225,2020,94,6,1
4225,2020,32,19,2
4225,2020,48,14,2
4225,2020,51,16,1
4225,2020,52,24,2
4225,2020,53,19,2
4225,2020,54,22,2
4225,2020,63,21,1
4225,2020,83,28,1
4225,2020,88,14,2
4225,2020,64,21,1
4225,2020,66,26,1
4225,2020,19,15,2
4225,2020,21,14,2
4225,2020,22,22,2
4225,2020,29,28,2
4225,2020,30,21,1
4225,2020,36,22,2
4225,2020,38,21,1
4225,2020,39,11,2
4225,2020,42,11,1
4225,2020,47,22,2
4225,2020,62,24,2
4225,2020,67,17,1
4225,2020,69,18,2
4225,2020,77,24,1
4225,2020,79,11,1
4225,2020,80,21,1
4225,2020,86,10,1
4225,2020,89,15,1
4225,2020,91,7,1
4225,2020,92,10,1
4225,2020,95,7,1
4225,2020,85,9,2
4225,2020,57,18,2
4643,2020,22,15,2
4643,2020,24,16,2
4643,2020,25,12,2
4643,2020,26,14,1
4643,2020,27,18,2
4643,2020,28,21,1
4643,2020,30,13,2
4643,2020,31,14,2
4643,2020,33,11,2
4643,2020,37,14,2
4643,2020,38,14,1
4643,2020,39,22,2
4643,2020,40,11,2
4643,2020,41,8,1
4643,2020,42,9,1
4643,2020,43,10,1
4643,2020,44,9,2
4643,2020,47,14,1
4643,2020,48,10,1
4643,2020,49,13,2
4643,2020,50,13,1
4643,2020,51,10,1
4643,2020,52,13,2
4643,2020,54,13,2
4643,2020,55,18,1
4643,2020,56,19,2
4643,2020,58,25,1
4643,2020,59,13,1
4643,2020,60,24,2
4643,2020,61,16,2
4643,2020,62,16,1
4643,2020,63,17,1
4643,2020,64,15,1
4643,2020,65,20,2
4643,2020,66,13,1
4643,2020,67,13,2
4643,2020,68,11,2
4643,2020,69,16,2
4643,2020,71,16,1
4643,2020,72,14,2
4643,2020,74,20,1
4643,2020,75,16,1
4643,2020,76,15,2
4643,2020,78,16,1
4643,2020,79,15,2
4643,2020,80,12,1
4643,2020,81,10,2
4643,2020,82,18,1
4643,2020,84,14,2
4643,2020,85,13,1
4643,2020,86,24,2
4643,2020,87,18,1
4643,2020,88,16,2
4643,2020,91,6,2
4643,2020,23,16,2
4643,2020,29,12,1
4643,2020,32,16,2
4643,2020,35,13,2
4643,2020,36,12,2
4643,2020,45,11,1
4643,2020,53,16,2
4643,2020,57,12,1
4643,2020,70,14,1
4643,2020,77,15,1
4643,2020,83,18,1
4643,2020,89,17,1
4643,2020,90,11,1
4643,2020,92,9,2
4643,2020,34,10,1
4643,2020,46,6,2
4643,2020,73,17,2
4643,2020,94,8,1
5033,2020,67,6,2
5054,2020,22,19,1
5054,2020,25,23,1
5054,2020,36,19,2
5054,2020,48,23,1
5054,2020,58,29,1
5054,2020,60,30,2
5054,2020,61,25,2
5054,2020,62,27,2
5054,2020,63,28,2
5054,2020,65,36,2
5054,2020,66,27,1
5054,2020,70,20,2
5054,2020,71,33,1
5054,2020,72,34,1
5054,2020,73,38,1
5054,2020,76,27,2
5054,2020,77,28,2
5054,2020,80,27,2
5054,2020,81,19,2
5054,2020,82,33,2
5054,2020,83,23,2
5054,2020,84,21,2
5054,2020,85,25,1
5054,2020,87,21,2
5054,2020,88,18,1
5054,2020,89,19,2
5054,2020,90,18,1
5054,2020,91,11,1
5054,2020,95,8,2
5054,2020,47,19,1
5054,2020,49,22,1
5054,2020,54,29,2
5054,2020,59,21,2
5054,2020,68,24,1
5054,2020,74,37,2
5054,2020,79,29,2
5054,2020,23,22,1
5054,2020,28,19,2
5054,2020,37,10,2
5054,2020,44,24,2
5054,2020,57,25,2
5054,2020,64,30,1
5054,2020,67,26,1
5054,2020,69,30,2
5054,2020,78,31,1
5054,2020,21,13,1
5054,2020,26,25,2
5054,2020,33,15,1
5054,2020,45,20,2
5054,2020,50,22,1
5054,2020,51,22,2
5054,2020,52,19,2
5054,2020,75,27,2
5054,2020,92,13,1
5054,2020,93,12,1
5054,2020,41,15,2
5054,2020,46,19,1
5054,2020,27,29,2
5054,2020,53,24,1
5054,2020,55,21,2
5054,2020,56,21,1
5054,2020,24,18,1
5054,2020,31,14,2
5054,2020,32,16,2
5054,2020,38,18,2
5054,2020,39,18,2
5054,2020,19,9,1
5054,2020,40,12,2
5054,2020,43,13,2
5054,2020,42,16,2
5054,2020,29,20,2
5054,2020,30,24,2
5054,2020,35,11,1
5054,2020,34,9,1
5054,2020,20,7,2
5054,2020,86,16,1
5061,2020,74,7,1
5061,2020,25,7,1
5061,2020,67,9,1
5061,2020,70,7,1
5061,2020,89,9,1
5061,2020,30,10,2
5061,2020,58,7,2
5061,2020,65,7,1
5061,2020,69,7,2
5061,2020,71,9,2
5061,2020,84,10,2
5061,2020,86,6,1
5427,2020,31,12,2
5427,2020,60,8,1
5427,2020,69,9,2
5427,2020,78,9,2
5427,2020,81,11,2
5427,2020,89,6,2
5427,2020,48,10,2
5427,2020,54,8,2
5427,2020,64,12,1
5427,2020,74,11,1
5427,2020,77,15,2
5427,2020,80,6,1
5427,2020,32,8,2
5427,2020,59,8,1
5427,2020,22,7,2
5427,2020,23,9,2
5427,2020,24,9,2
5427,2020,25,11,2
5427,2020,26,9,2
5427,2020,27,7,1
5427,2020,28,10,1
5427,2020,29,8,1
5427,2020,30,8,2
5427,2020,33,6,1
5427,2020,36,7,1
5427,2020,38,9,1
5427,2020,39,9,2
5427,2020,42,6,2
5427,2020,43,10,1
5427,2020,44,6,1
5427,2020,45,6,2
5427,2020,46,8,2
5427,2020,47,6,1
5427,2020,49,9,2
5427,2020,50,6,2
5427,2020,51,6,2
5427,2020,52,6,2
5427,2020,57,7,2
5427,2020,63,10,1
5427,2020,65,6,1
5427,2020,66,10,1
5427,2020,67,7,2
5427,2020,68,6,1
5427,2020,71,10,2
5427,2020,72,8,1
5427,2020,73,16,1
5427,2020,75,8,2
5427,2020,76,10,1
5427,2020,82,6,2
5427,2020,85,9,1
5436,2020,53,17,2
5436,2020,57,16,2
5436,2020,66,18,2
5436,2020,75,16,2
5436,2020,85,11,2
5436,2020,26,16,2
5436,2020,52,16,1
5436,2020,70,26,2
5436,2020,71,18,2
5436,2020,73,21,2
5436,2020,35,7,2
5436,2020,38,6,2
5436,2020,39,8,2
5436,2020,45,7,2
5436,2020,47,15,2
5436,2020,48,10,2
5436,2020,50,18,2
5436,2020,54,12,1
5436,2020,56,23,2
5436,2020,58,13,2
5436,2020,60,20,1
5436,2020,61,13,2
5436,2020,63,21,2
5436,2020,64,25,1
5436,2020,65,22,2
5436,2020,67,21,1
5436,2020,68,16,2
5436,2020,69,20,1
5436,2020,76,7,1
5436,2020,79,10,1
5436,2020,80,8,1
5436,2020,20,7,1
5436,2020,22,15,2
5436,2020,23,15,2
5436,2020,24,16,2
5436,2020,25,21,2
5436,2020,27,16,2
5436,2020,28,11,2
5436,2020,29,10,2
5436,2020,30,9,1
5436,2020,31,9,1
5436,2020,36,7,2
5436,2020,41,6,2
5436,2020,42,9,2
5436,2020,44,8,2
5436,2020,46,8,2
5436,2020,49,10,2
5436,2020,51,13,1
5436,2020,55,15,2
5436,2020,59,16,2
5436,2020,72,15,1
5436,2020,74,21,2
5436,2020,77,12,2
5436,2020,21,12,2
5436,2020,32,9,1
5436,2020,33,8,2
5436,2020,34,6,1
5436,2020,37,6,1
5436,2020,40,8,1
5436,2020,62,10,1
5436,2020,82,7,1
